word,meaning
will,"1. 《意思未来を表して》 ～するつもりである
2. 《単純未来を表して》 ～でしょう
3. 《習性・真理・必然性を表して》 ～するものだ、決まって～する　  "
would,"1. 〔would like to do～ の形で〕～したいと思う
2. 〔Would you like ～? の形で〕～はいかがですか
3. [Would you～？の形で]～してくださいますか？
4. [過去の否定文で]どうしても～しようとしなかった　"
able,〔be able toの形で〕 ～することができる
afraid,"1. 〔be afraid of ～ の形で〕 ～をおそれる、こわがる、心配する
2. 〔I am afraid ～の形で〕　残念ですが［すみませんが］ ～（と思います）　"
African-American,アフリカ系アメリカ人の
all,"1. 全～、～全体
2. 全ての、あらゆる"
alone,ただ１人の　
amazing,驚くべき、目を見張らせる
American,アメリカ人の、アメリカの
ancient,古代の
angry,怒った、腹を立てた
another,"1. もう１つの
2. 別の、異なった、ほかの"
any,"1. 〔疑問文で〕 何か（の）、少しでも
2. 〔肯定文で〕 どのような～でも　　
3. 〔否定文で〕 少しも、だれも、何も（～ない）"
artificial,人工の
atomic,原子（力）の　〔atomic bombで〕原子爆弾、原爆
bad,"1. 悪い
2. 〔That's too bad. の形で〕 残念だ。お気の毒に。"
beautiful,美しい、きれいな、すばらしい
best,"1. 〔goodの最上級〕最もよい
2. 〔（With) Best wishesの形で〕 "
better,"〔good, well (具合がよい）の比較級として〕 よりよい、より優れた、より具合［体の状態］がよい、より上手な"
big,"1. 大きい
2. （程度が）すごい、大～  〔たとえば a big fan の形で〕 大ファン"
billion,10億の
black,黒い、黒人の
blind,目の不自由な
blue,"1. 青い
2. 青ざめた、ゆううつな"
boring,たいくつな
brave,勇敢な
bright,かがやいている、明るい
British,英国（人）の、イギリス（人）の
brown,茶色の
busy,忙しい
capital,大文字の
careful,注意深い、慎重な
cheap,安い、安っぽい
cheerful,（生活などが）明るい、快活・陽気な
Chinese,中国の、中国人の、中国語の
classic,古典的な、代表的な
clean,きれいな、清潔な、クリーンな
clear,"1. 澄んだ、晴れた
2. はっきりした、（話しの内容・事実など）明らかな"
clever,りこうな
close,"1. 近い、接近した、親密な、親しい
2. 接戦の、互角の"
cloudy,曇りの
cold,寒い、冷たい
comic,喜劇の　〔comic storytelling で〕話芸
common,ふつうの、よくある、ありふれた、平凡な
convenient,便利な、使いやすい、好都合な
cool,"1. 涼しい
2. かっこいい、すてきな"
crowded,混雑した、満員の
cute,かわいい、かわいらしい
daily,毎日の、日々の、日常の
dangerous,危ない、危険な
dark,"1. （光がなくて）暗い
2. （色が）濃い"
dead,死んだ、死んでいる
dear,《手紙の書き出しとして》 ～様、拝啓、親愛なる
deep,深い
delicious,おいしい
depressed,落胆した、元気をなくした
different,"1. さまざまな、いろいろな、別々の
2. ちがった、異なる"
difficult,難しい、困難な
displaced,故国を追われた、難民の
down,元気のない
dressed,服を着た　〔get dressed で〕服を着る
each,それぞれの、各～
early,早い
eastern,東の、東部の、東方の
easy,やさしい、簡単な
efficient,効率のよい、能率的な
eight,8つの
eighteen,18の
eighteenth,18番めの
eighth,8番めの
eighty,80の
elderly,年配の、高齢の
elementary,基本の、初級の
eleven,11の
eleventh,11番めの
embarrassed,恥ずかしい、気まずい
empty,からの、からっぽの
English,英語の、英国の、イングランドの
enough,十分な、必要なだけの、ちょうどいい数［量］の
equal,平等な
every,〔名詞の単数形につけて〕 どの～もみな、～ごとに、毎～
excellent,非常に優れた、優秀な
excited,わくわくした、興奮した
exciting,とてもおもしろい、わくわくするような
expensive,高価な
fair,公正な
famous,有名な
fast,(速度が) 速い、短時間で終わる
favorite,いちばん好きな、お気に入りの、大好きな
fifteen,15の
fifteenth,15番目の
fifth,5番目の
fifty,50の
final,最後の、最終の
fine,"1. すばらしい
2. 晴れた　 
3. 元気な、調子のよい
4. 結構な、構わない"
first,1番目の、最初の
five,5つの
fluffy,ふわふわした、柔らかい
foreign,外国の
former,以前の、前の、昔の
forty,40の
four,4つの
fourteen,14の
fourth,4番目の
free,"1. 自由な［で］
2. ひまな［で］、時間がある
3. 無料の［で］"
French,フランスの、フランス人の、フランス語の
fresh,新鮮な、新しい
friendly,親しみのある、好意的な、友好的な
full,いっぱいの
funny,面白い、愉快な
future,未来の、将来の
glad,うれしい
global,"地球の,地球規模の、世界規模の"
gold,金の
good,"1. よい、すぐれた
2. 行儀がよい
3. おいしい
4. りっぱな、正しい
5. 十分な
6. 〔Good morning.〕おはようございます
7. 非常に親しい 〔a good friendの形で〕仲良し
8. ためになる、よい
9. 楽しい､愉快な
10. 上手な、うまい、得意な　(特にbe good at ～の形で)"
gray,灰色の、ねずみ色の
great,"1. すばらしい、みごとな
2. 《程度を示して》多大な、非常な、（びっくりするほど）大きい"
green,"1. 緑（色）の
2. 植物の生えた"
happy,"1. 幸せな､うれしい､たのしい
2. おめでとう 〔たとえば Happy New Year! 等の形で〕 新年おめでとう　　　　　　　　　 "
hard,"1. 難しい、骨の折れる、困難だ
2. つらい、耐えがたい、苦しい
3. 一生懸命な
4.固い"
Hawaiian,"ハワイの,ハワイ人の,ハワイ語の"
heavy,重い
helpful,役に立つ、助けになる
high,"1. （高さ・値段・程度・地位が）高い
2. 高さが～で　　　　　　　　　　　　　　　　　　　　　　　　　　　 "
home,家庭の、家庭用の
homesick,うちを恋しがる、故郷を慕う、ホームシックの
hopeless,絶望した
hot,"1. 熱い
2. 暑い　　　　　　　　　　　　　　　　　　　　　　　　  "
huge,巨大な
humid,蒸し暑い
hundred,100の
hungry,お腹がすいた、飢えた
iced,〔飲みものが〕(氷で)冷やした
important,重要な、重大な、大切な
impossible,不可能な、ありえない
impressive,印象的な、深い感動を与える
Indian,インド(人）の
industrial,産業の
intense,激しい、厳しい、強烈な
interested,興味をもった､関心がある　〔be interested in～の形で〕 ～に興味がある
interesting,《人に知的な興味をあたえるような意味で》 おもしろい、興味深い
international,国際的な、万国共通の
Italian,イタリアの、イタリア人の
itchy,かゆい
Japanese,日本の、日本人の、日本語の
junior,下級の、年下の
kind,親切な、やさしい
Korean,韓国・朝鮮（人）の、韓国・朝鮮語の
large,（広くて）大きい
last,"1. 先～、昨～、（時間的に）この前の
2. 最後の"
late,遅れた、遅刻した、遅い、最近の
latest,最新の
least,littleの最上級
left,左の
less,littleの比較級、より少ない
light,"1. 明るい
2. 軽い"
limited,限られた、有限の
little,"1. 〔a little＋数えられない名詞で〕 (量が) 少しの、少量の
2. 〔 a をつけないで〕 ほとんど～ない
3. 小さい、かわいらしい
4. 年少の、幼い
5. ささいな"
living,生きている
lonely,孤独な、さびしい
long,"1. (時間・長さ・距離が)長い
2. 長さが～で"
loud,（声、音などが）大きい
low,低い
lucky,運のいい、ついている
magic,手品の
main,おもな、主要な
majestic,荘厳な、堂々とした
major,(他と比べて)大きな、主要な、重要な
many,多くの、多数の
memorial,記念の
million,百万の
missing,紛失した、行方不明の
model,模型の
more,"1. もっと多くの 〔many, much の比較級〕
2. 〔しばしば数詞または some のあとで〕あと～の　"
most,"1. 最も多くの〔many, much の最上級〕
2. ほとんどの、たいていの"
much,"1. (量が)多くの、たくさんの
2. 〔How much～? の形で〕 いくら～か"
mysterious,ふしぎな、不可解な
narrow,(幅が)せまい
national,"1. 国の、国民の
2. 全国的な"
native,(国、言語などが)生まれたときからの
natural,自然な、当然の、普通の
naughty,いたずらな、わんぱくな
necessary,必要な、なくてはならない
nervous,緊張して、神経質な、ドキドキして、臆病な
new,新しい、新任の、見慣れない
next,次の、今度の　　
nice,"1. よい、すてきな
2. 〔Nice to meet you. の形で〕 はじめまして
3. （～に対して）親切な、優しい、思いやりがある 　 "
nine,９つの
nineteen,19の
ninety,90の
ninth,9番目の
no,１人［１つ］も～ない、少しの～もない
non-native,(話し手が）母語によらない
northern,北部の
OK,よくて､だいじょうぶで
old,"1. 古い､古くからの､昔の
2. ～歳の(years oldの形で）､創立～年の
3. 年をとった、年上の"
one,"1. １つの､１人の
2. ある～"
only,唯一の､ただ１つ［１人］の
open,あいている、（店などが）営業中の［で］
opposite,反対の
ordinary,普通の
original,独自の
other,"1. 〔the other～ の形で〕 《２つのものについて》 もう一方の～   《３つ以上のものについて》 残りの～
2. ほかの、他の"
own,～自身の　 〔たとえば my own house の形で〕 私自身の家
pale,顔色の悪い
paralyzed,麻痺した
peaceful,平和な、穏やかな
perfect,完全な、完璧な
personal,個人的な
physically challenged,身体に障害のある
pink,ピンク色（の）、もも色（の）
plastic,プラスチック製の、ビニール製の
playful,楽しげな、陽気な
political,政治の、政治に関する
poor,"1. 貧しい
2. かわいそうな、へたな
3. 劣った、優れない"
pop,大衆的な
popular,人気がある、流行している､大衆的な
positive,積極的な、肯定的な、前向きな
possible,可能な、実行できる
powerful,力強い、迫力のある
pretty,かわいい、きれいな、感じのよい
professional,専門（職）の、プロの
proud,〔be proud of ～の形で〕～に誇りを持っている
public,公の、公共の
purple,紫色（の）
quick,すばやい、速い
quiet,静かな
rainy,雨の多い、雨降りの
ready,準備ができている
real,本当の、本物の
red,赤い、赤色（の）、赤
regular,正規の、レギュラーの
renewable,〔renewable energy で〕再生可能エネルギー
responsible,責任を負うべき
return,帰りの
rich,豊かな、金持ちの
ridiculous,とんでもない、ばかげた
right,"1. 正しい
2. 健康な、正常な
3. 〔All right.の形で〕 よろしい、わかった
4. 右の"
roast,焼いた、あぶった
round,丸い
runny,鼻水が出る
sacred,神聖な
sad,悲しい
safe,安全な
same,〔the same の形で〕 同じ、同一の
scared,（～が）こわい　〔be scared of で〕～がこわい
scary,これい
second,第２の、２番めの
senior,年上の、上級の
serious,（病気などが）重い、重大な
seven,7、７つの
seventeen,17の
seventeenth,17の番目の、１７日
seventh,７番めの
seventy,70、70の
several,いくつかの
severe,厳しい
shiny,輝く、光る
short,短い､背が低い
shy,内気な、恥ずかしがりの
sick,病気の［に］、気分が悪い
silent,静かな、沈黙の
similar,似ている
simple,簡単な、わかりやすい
single,たったひとつの
six,6の
sixteen,16の
sixth,6番めの
sixty,60の
skillful,熟練した
sleepy,ねむい、ねむそうな
slow,ゆっくりとした、のろい、遅い
small,小さい、小さな
smart,利口な、賢い
snowy,雪の多い、雪の降っている
soft,柔らかい
solar,太陽の、〔solar power で〕太陽エネルギー
some,"1. 一部の、中には～もいる［ある］
2. いくつかの、いくらかの"
sore,痛い、ヒリヒリする
sorry,"1. すまなく思って、残念に思って
2. 〔疑問文で〕なんとおっしゃいましたか。"
southeastern,南東の、南東地方の
southern,南の
special,特別の、特殊な
sport,スポーツ（用）の
square,四角の、（面積の単位として）…平方
stiff,かたい
straight,まっすぐな
strange,変な、変わった、なじみのない
strong,強い　　　
successful,成功した
such,そのような、このような
sunny,晴れた、天気のよい
sure,2. 確かな   〔I'm sure ～ の形で〕 ～を確信している
surprised,びっくりした、おどろいた
surprising,驚くべき、すばらしい
sweet,"1. (味が)甘い
2. (音、香りなどが)美しい、心地よい"
tall,"1. 高い、背の高い
2. 〔高さを表す表現のあとに置いて〕 身長［高さ］が～で　　"
ten,10の
tender,やさしい
tenth,10番めの
terrible,ひどい、恐ろしい、こわい
Thai,タイの、タイ人の
that,その、あの
these,"1. これらの
2. 近頃の、〔these days で〕近頃、最近"
thin,やせた
third,３番目の　　　〔third floor で〕３階
thirsty,のどが渇いた
thirteen,13の
thirteenth,13番めの
thirtieth,30番目（の）、30日
thirty,30の
this,"1. この
2.今の、今日の、今度の　"
those,あれらの、それらの
thousand,1000の
three,3つの
tired,"1. つかれた
2. あきた 〔be tired of ～の形で〕～にあきる"
tough,〔仕事などが〕困難な
traditional,伝統的な
traveling,巡業する、旅する
true,ほんとうの、真実の
twelfth,12番めの
twelve,12の
twentieth,20番目の
twenty,20の
twenty-eighth,28番目（の）、28日
twenty-fifth,25番目（の）、25日
twenty-first,21番目（の）、21日
twenty-fourth,24番目（の）、24日
twenty-second,22番目（の）、22日
twenty-ninth,29番目（の）、29日
twenty-seventh,27番目（の）、27日
twenty-sixth,26番目（の）、26日
twenty-third,23番目（の）、23日
two,2つの
two-year-old,2歳（の）
unclean,〔宗教上の〕不浄な、汚い、不潔な
unfair,不公平な、不正な
unique,独特の、めずらしい
upset,気が動転した、取り乱した
used,使用済みの、使い古した
useful,役に立つ
various,様々な
vast,広大な
warm,暖かい
weak,"1. 弱い、かすかな
2. （液体などが）薄い　〔たとえば weak tea の形で〕  薄いお茶  "
welcome,歓迎される　〔You're welcome. の形で〕 どういたしまして
well,（体の状態、具合が）よい、健康である
western,西の、西部の　(Western で）欧米の
what,"1. 何の、どんな
2. （感嘆を表して）なんという～"
which,どちらの、どの
white,白い､白人の
whole,（まとまった）全体の、すべての、全～
wide,幅の広い
wonderful,すばらしい、すてきな、みごとな
wooden,木製の、木造の
worried,心配した、不安な
worse,もっと悪い〔下手な、ひどい〕《 bad の比較級》
worst,もっとも悪い〔下手な、ひどい〕《 bad の最上級》
worth,〔worth ～ing で〕～するだけの価値がある
wrong,"1. 間違った
2. 具合･調子の悪い　　 "
yellow,黄色い(の)
young,若い
zero,0の、ゼロの
a.m.,午前 〔6:45a.m.のように、時刻の後に付ける〕
about,約～、およそ～、だいたい、ほぼ
abroad,外国に［へ、で］
across,横切って、横断して、向こう側に
actually,"実際に(は), 本当に, 現実に"
again,ふたたび、もう一度、また、≪否定文で≫二度と
ago,（今から） ～前（に）
ahead,～の前方に
all,"1. 〔all over～ の形で〕　～の至る所で、～一面に
2. 〔all right の形で〕だいじょうぶな
3. 〔All right の形で〕 よろしい。わかった。了解した。
4. まったく、すっかり、すべて   〔all alone の形で〕 １人ぼっちの
5. [all about～の形で] ～次第"
all right ,よろしい、わかった、了解した
almost,ほとんど
alone,1人で
already,〔ふつうは肯定文で〕すでに、もう
also,〔ふつうは一般動詞の直前、be動詞・助動詞のあとに用いて〕 ～も（また）
always,いつも、常に
any,[not ～ any moreの形で]　もう～ない
anymore,〔否定文・疑問文で〕今（で）はもう・・・（でない）
anytime,いつでも
anyway,とにかく
anywhere,どこでも
around,"1. ひとまわりして、巡って 、〔たとえば pass around ～の形で〕　～を順々に回す
2. 近くに、あたりに
3. あちこち、ぐるりと 〔たとえば run around の形で〕 走り回る
4. およそ、約～、～ごろ、～くらい"
as,《比較を表して》 〔 as A as B の形で、あとの as が接続詞 〕　Ｂと同じくらいＡな［で］
away,離れて、去って、向こうへ
back,戻って、もとの所に、戻して、かえって
before,以前に、前に、すでに
below,下の（に、を）　〔below zeroで〕氷点下
best,〔wellの最上級〕最も上手に、最もよく
better,〔well の比較級〕よりよく、より上手に
both,〔both A and B の形で〕 ＡもＢも両方とも
calmly,静かに
carefully,注意深く
certainly,確かに、きっと
certainly,もちろん、承知しました
cheerfully,元気よく、楽しそうに
clearly,はっきり（と）
close,すぐ近くで、接近して、ぴったりと
closely,じっと、一心に
deeply,深く
differently,（～と）異なって
down,"1. 下へ［に］、下の方へ［に］
2. 落ち着いて"
downstairs,階下へ（に、で）
early,(時間や時期が) 早く
easily,容易に、簡単に、たやすく、楽々、わけなく
either,"1. 〔否定文の後で〕 ～もまた（…ない）
2. （either ～ or … の形で） ～か…のどちらか"
else,（その）ほかに［の］ 　 〔たとえば something else の形で〕 何かほかのもの
enough,(必要なだけ） 十分に、ちょうどよく
especially,特に、とりわけ
even,～さえ、～でも
ever,〔疑問文・否定文で〕これまでに、いつか、かつて
everywhere,いたるところに、どこでも、どこにも
exactly,（あいづちとして）そうです、全くそのとおりです
far,遠く、遠くに　〔far awayの形で〕 遠く離れて
fast,速く
finally,最後に、ついに
first,最初に、第一に
forever,永久に
forward,"前へ、前方へ
 〔look forward to ～ing の形で〕～するのを楽しみにする。"
hard,"1. 熱心に、一生懸命に
2. 激しく、強く"
here,"1. ここで［に］
2. 〔Here is ［are］ ～の形で〕ここに～があります
3. 〔Here's ～ の形で〕 《物を渡して》 はい、～をどうぞ　〔Here you are. の形で〕 《物を渡して》 はい、どうぞ
4. 〔Here we are. の形で〕 さあ、着きました"
high,高く
home,家庭（故郷）へ［に］
how,"1. 《状態などをたずねて》どんな状態で、どのように
2. 《数量・程度などをたずねて》どれくらい、どれほど
3. 《方法・手段などをたずねて》どうやって、どのように、どんなふうに
4. 《あとに形容詞や副詞がきて》なんと"
however,≪接続詞的に≫しかしながら、けれども
in,中へ［に］
incredibly,信じられないほど、すごく
indoors,屋内に(で)、家の中に（で）
instead,（その）かわりに
just,"1. ちょっと、ほんの、ただ～だけ
2. 〔過去形や現在完了形とともに用いて〕 たった今、ちょうど（～たばかりだ）
3. ちょうど、まさに"
last,最後に、一番あとに、この前
late,遅く、遅れて
later,〔late の比較級のひとつ〕あとで、～後
left,左に、左の方に
less,littleの比較級、もっと少なく
little,〔a littleの形で〕 (量・程度が)少しは、ちょっとは
long,(時間・長さ・距離が)長く
maybe,たぶん
more,もっと〔much の比較級、つづりの長い語の比較級に使う〕
most,最も〔much の最上級、つづりの長い語の最上級に使う〕
much,"1. 〔very muchの形で〕とても、たいへん、すごく
2. 〔比較級を強めて〕ずっと、はるかに"
neither,(否定文のあとで）～もまた…（し）ない
never,決して～ない、今まで（一度も）～ない
next,"1. 次に
2. 〔next to ～ の形で〕～のとなりに"
no,いいえ、ちがいます、まさか
north,北へ、北に
not,～でない、～（し）ない
now,"1. 今、現在
2. さて、ところで
3. 今すぐ
4. そのとき、今や　*右記例文のnowは「現在」の意味。"
o'clock,～時
off,《くっついた状態からはなれた状態への変化を表して》はなれて、外れて
often,よく､しばしば
OK,"1.《提案・依頼などに対する返事として》よろしい、いいよ、わかった
2. 問題ない、大丈夫"
on,"1.《付着を表して》離れず、しっかり　〔たとえばのHold on.形で〕（何かに）つかまって、（電話を）切らないでそのまま待って
2.《所持･着用を表して》～を身につけて
3.《継続を表して》先へ、進んで、続けて　〔たとえば go on の形で〕 先を進む、続ける"
once,"1. １度、１回
2. かつて、以前に"
only,ただ～だけ､ほんの～にすぎない
originally,元々は、本来は
out,"1. なくなって
2. 外出して､外に［へ］
3. 最後まで、徹底的に"
outside,外で、屋外で
over,"1. 上方に
2. 向こう側へ、超えて
3. 終わって
4. 倒れて、ひっくり返して 〔たとえば Turn over the page. の形で〕 ページをめくりなさい"
overseas,海外へ、外国に
p.m.,午後 〔2:30 p.m.のように、時刻の後に付ける〕
past,すれ違って、通り過ぎて
perfectly,完全に、申し分なく
perhaps,たぶん
please,《人に何かを頼む時に》 ～お願いします、どうぞ～してください
precisely,正確に
quickly,急いで､速く、すぐに
quietly,静かに、黙って
quite,とても、たいへん
really,"1. 非常に、実に､本当に、とても
2.へぇ"
right,まさに、ちょうど　
right,右に、右側に
safely,安全に
second,第２に、２番目に
short,急に､突然　　〔cut shortで〕～を急に終わらせる
sincerely,《正式な手紙の結びのことばとして》 敬具
slowly,ゆっくりと
so,"1. とても、非常に
2. そんなに、それほど
3. そう、そのように
4. 〔～ and so on の形で〕 ～など"
some,〔数詞の前で〕およそ～、約～
sometimes,ときどき、ときには
somewhere,どこかに、どこかで、どこかへ
soon,まもなく、すぐに
still,今でも、まだ
still,それでも
straight,まっすぐに
strongly,強く
suddenly,突然、急に、不意に
sure,《返事に用いて》 いいとも、もちろん
that,そんなに、それほど
then,"1. そのあとで、それから､次に
2. そうすれば
3. それでは
4. そのとき"
there,"1. 〔There is ［are］ ～ の形で〕 ～がある、いる
2. そこに[で、へ]"
third,３番めに、第３に
tightly,しっかりと
today,今日（は）、このごろは
together,いっしょに
tomorrow,明日（は）
tonight,今夜（は）
too,"1. ～もまた、同様に
2.あまりにも、～すぎる"
truly,本当に、実に
twice,2回、2度
up,"1. 上へ、上の方へ
2. 立って、起きて、目覚めて
3. すっかり、つきて　〔たとえば Time is up.の形で〕 もう時間です［時間切れです］"
usually,たいていは、ふつうは
very,とても、非常に、たいへん
well,"1. 上手に、うまく
2. 正しく、りっぱに"
when,いつ
where,どこに［で、へ］
why,なぜ、どうして
yes,"1. はい、そうです
2. そうです、そのとおりです
3. 《呼びかけなどを受けて》はい"
yesterday,昨日（は）
yet,"1.〔疑問文で〕もう
2.〔否定文で〕 まだ（～しない）"
aboard,（乗りものを使って）～に乗って
about,《関連を表して》 ～について
above,～の上に
across,"1. 《位置を示して》 ～の向こう側に、～を横切って、（道などを横切った）反対側に
2. ～のいたるところに、～（の一面）に"
after,"1. 《時間を表して》 ～のあとに［で］　 〔after school の形で〕 放課後
2. 《追求を表して》 ～を追って　 "
against,"1. 《敵対を表して》 ～にさからって、対して
2. 《反対を表して》 ～に反対して"
along,"1. ～に沿って、～沿いに                                                        
2. ～の上をずっと　〔たとえば　walk along the street　の形で〕　通りを歩く"
among,～の中で［に］、～の間で［に］
around,"1. ～の周りに［で］
2. ～中（ちゅう）に［で］、～のあちらこちらに［で］、いたるところに［で］　   "
as,～として
at,"1. 《時の一点を表して》 ～に、～時に
2. 《方向・対象を表して》 ～を  〔たとえば look at ～ の形で〕 ～を見る
3. 《場所を表して》～で、～に　〔たとえば at home の形で〕 自宅で　
4. ～に関して、～の点において、～の点で "
before,《時間を表して》 ～（より）前に［の］
behind,～の後ろに、～の陰に
beside,～のそばに
between,《場所・時間・関係を表して》 ～の間に［で、の］
by,"1. 《動作主を示して》 ～によって、～による〔主に受け身の文で〕
2. 《位置を表して》 ～のそばに
3. 《交通・通信などの手段を示して》 ～で、～によって　
4. ～までには
5. ～にもとづいて　 "
down,～の下へ［に］、～を通って、～に沿って
during,《継続を表して》 ～の間は［に］
for,"1. 《用途を表して》 ～のために［の］、～用の、～にふさわしい  〔For here. の形で〕 ここで食べます《ファストフード店での会話表現》
2. 〔for example の形で〕 たとえば
3. 《目的を表して》 ～を求めて  〔ask Ａ for Ｂの形で〕 Ａ［人］にＢ［ものごと］を要求する  〔look for ～の形で〕 ～をさがす
4. 《観点・規準を表して》 ～にとっては、～にしては
5. 《期間を表して》 ～の間（ずっと） 〔for a long timeの形で〕 長い
6. 《利益を表して》 ～のための［に］
7. 《対象を示して》～に（対して）
8. 《資格・特性を表して》 ～として
9. 〔It is ～ for Ａ to do…〕 Ａ［人］が･･･するのは～だ
10. ≪同等を示して≫～を意味する
11. ≪原因・理由を表して≫～のために、～が原因で
12. ≪方向を表して≫～へ向かって
13. ≪支持、賛成を表して≫～に賛成して
14. ≪代理を表して≫～のかわりに"
from,"1. 《場所を示して》 ～から
2. 《出所・起源・由来を示して》 ～から（の）、～出身の
3. 《時間を示して》 ～から　 "
in,"1. 《場所・空間・位置・関係を示して》～の中に［で］、～に［で］、～では、～において
2. 《時期・期間・年代などの時を示して》～に　
3. 《分野・限定を示して》～に関して、～について
4. 《時間の経過を示して》～の後に、～たって、～のうちに
5. 《状態を示して》～の状態に［で］
6. 《行為の対象を示して》～を、～に対して
7. ≪手段を示して≫～で
8. ≪着用を示して≫～を身につけて、～を着て
9. ≪所属を示して≫～に所属して、～に従事して 　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　  　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　  　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　"
including,（～を）含めて
into,"1. ～へ［に］, ～の中へ［に、で］
2. ≪状態の変化を表して≫～へ、～に（変わって、なって）"
like,～のような［に］、～に似ている、～に似た
near,～の近くの［に、で］
of,"1. 《性質・属性・起源を表して》 ～の 〔たとえばthe leg of the tableの形で〕テーブルのあし
2. 《単位・分量・容器などを表して》 ～の　〔たとえば a cup of coffee の形で〕一杯のコーヒー  
3. 《意味上の主語を示して》 ～の　〔たとえば the visit of an ALT〕 ALTの訪問　 
4. 《意味上の目的語を示して》 ～の　〔たとえば her love of sports の形で〕 彼女のスポーツ愛好　　
5. 《同格の関係を表して》 ～の　〔たとえば the city of Goshogawara の形で〕 五所川原市
6. 《材料・構成物を表して》 ～の　〔たとえば a family of five の形で〕 ５人家族
7. 《全体に対する部分を表して》 ～の（中の） 〔たとえば a member of the baseball team の形で〕 野球部の一員 
8.［it is A of B to～の形で］～するとはBはAである
9.～から（離れて）　［たとえばin front of～の形で］～の前
10.～で（できている）、～（製）"
off,～からはなれて
on,"1. 《手段・方法を示して》 ～で　〔たとえばon TVの形で〕テレビで
2. 《日付･曜日の前で》 ～に
3. 《接触を表して》 （～の上）に[で]　〔たとえばa book on the desk の形で〕 机の上の本
4. 《状態を表して》 ～中（ちゅう）で、～して　〔たとえばの on my way to school 形で〕 学校へ行く途中で
5. ～に面して、～に接して 〔たとえばthe building on your left〕 あなたの左手の建物
6. ～の一員で
7.（影響・対象）に対して
8.～について（の）、～に関する
9.～で、～（のため）に[たとえばon a tripの形で]"
over,"1. 《ものの上や地域一帯を覆うことを示して》～の上に［で］
2. 〔over＋数字の形で〕～以上の
3. ～の中（じゅう）の［に、を］、～の一面の［に、を］"
plus,～を加えて
since,～以来（ずっと今まで）、～から今日まで
than,～よりも、～にくらべて
through,"1. 《原因・手段を表して》 ～によって、～を通じて
2. 《期間を表して》 ～の間中（じゅう）
3.  《通過・貫通》 ～を通して　　"
throw,～を投げる
to,"1. 《動作の対象などを表して》 ～に、～に対して
2. 《到達点、方向、行き先など》 ～に、～へ、～まで　　
3. 〔原因・理由を表す不定詞で〕 ～して
4. 〔名詞のはたらきをする不定詞で〕 ～すること　　
5. 〔形容詞のはたらきをする不定詞で〕 ～するための、するべき
6. 〔目的を表す不定詞で〕 ～するために
7.  ～にとって　〔たとえば important to all of us の形で〕 私たち全員にとって重要な
8. ～に合わせて　 "
toward,～の方へ、～に向かって
under,"1. ～の下に［へ、で、の］
2．～のもとで、～に従って"
until,～まで（ずっと）
up,～をあがって
upon,（基本的な意味は on とほぼ同じ）
with,"1. 《手段・道具を表して》 ～で、～を使って
2. 《関連を表して》 ～に関して、ついて  
3. 《付随･所有･属性を表して》 ～のある、を身につけて
4. 《相手を表して》 ～と　 
5. 《同伴を表して》 ～といっしょに
6. 《原因・理由を表して》～が原因で　 "
without,～なしで
after,(～が…した) あとに［で］
also,≪文頭で≫また、さらにその上
although,～だけれど
and,"1. 〔語句を結ぶ〕 ～と…
2. 〔文を結ぶ〕 そして～
3. 〔命令文のあとで〕 そうすれば
4. 〔～and so on の形で〕 ～など
5. [同一語を繰り返し用いて]　ますます～、どんどん～　  　   　   "
as,"1. 《比較を表して》 〔 as A as B の形で、前の as が副詞 〕　Ｂと同じくらいＡな［で］
2. 《様態を表して》 ～のとおり（に）
3. 《時を表して》 ～のとき、～しながら　　"
because,《理由を示して》（～が）･･･なので、（なぜなら）～が･･･だから
before,(～が･･･する）前に
but,"1. しかし、でも、けれども、だが
2. [not only～ but also…の形で]　ただ～だけでなくまた…"
if,《条件・仮定を表して》もし～ならば、仮に～だとすれば
nor,～でも…でもない
once,一旦～したからには
or,"1. 〔命令文に続けて〕そうしなければ、そうしないと
2. 《選択を表して》 ～または・・・、～か・・・"
since,(～が・・・して）以来、してから（今まで）
so,それで、そこで、だから
than,～が…する［である］よりも
that,"～ということ　〔think, know, hope, say などの動詞のあとにきて、しばしば省略される〕"
until,（～が・・・する）まで（ずっと）
when,（～する）ときに
while,～する間に（は）
from,"1. 《場所を示して》 ～から
2. 《出所・起源・由来を示して》 ～から（の）、～出身の
3. 《時間を示して》 ～から　 "
